SampleNumber,Compound,Sample Text,Type,Std. Conc,RT,Area,IS Area,S/N,Response,Conc_micromolar,%Rec,Detection Flags,Threshold
374,Amoxicillin,Sample_6284,Analyte,NA,NA,NA,80696.258,NA,NA,NA,NA,,10
375,Amoxicillin,Sample_2139,Analyte,NA,1.02,1.083,35234.344,0.464,0,0.0123,NA,bb,10
376,Amoxicillin,Sample_1159,Analyte,NA,NA,NA,18322.385,NA,NA,NA,NA,MM!-,10
377,Amoxicillin,Sample_3336,Analyte,NA,NA,NA,82725.734,NA,NA,NA,NA,,10
378,Amoxicillin,Sample_1160,Analyte,NA,NA,NA,109.199,NA,NA,NA,NA,,10
379,Amoxicillin,Sample_1362,Analyte,NA,1.02,0.893,NA,1.229,NA,NA,NA,bb,10
380,Amoxicillin,WaterBlank28,Blank,NA,NA,20,31.041,NA,NA,NA,NA,,10
381,Amoxicillin,WaterBlank29,Blank,NA,NA,20,53.814,NA,NA,NA,NA,,10
382,Amoxicillin,Sample_5330,Analyte,NA,1,4.889,37730.41,1.284,0,0.0205,NA,bb,10
383,Amoxicillin,Sample_8186,Analyte,NA,1.18,7.139,20312.977,2.753,0,0.0385,NA,bb,10
384,Amoxicillin,Sample_3572,Analyte,NA,1.12,0.489,44631.547,1.315,0,0.0107,NA,bb,10
385,Amoxicillin,Sample_10283,Analyte,NA,1.06,1.614,21985.393,0.345,0,0.0159,NA,bb,10
386,Amoxicillin,Sample_5331,Analyte,NA,NA,NA,52630.934,NA,NA,NA,NA,,10
387,Amoxicillin,Sample_1038,Analyte,NA,1.22,0.14,36097.316,0.243,0,0.0101,NA,bb,10
388,Amoxicillin,Sample_4496,Analyte,NA,NA,NA,21698.15,NA,NA,NA,NA,,10
389,Amoxicillin,Sample_3551,Analyte,NA,NA,NA,82308.773,NA,NA,NA,NA,,10
390,Amoxicillin,Sample_10356,Analyte,NA,1,1.561,16826.762,2.839,0,0.0175,NA,bb,10
391,Amoxicillin,Sample_3549,Analyte,NA,NA,NA,69537.031,NA,NA,NA,NA,,10
392,Amoxicillin,WaterBlank30,Blank,NA,0.98,20,NA,0.659,NA,NA,NA,bb,10
393,Amoxicillin,WaterBlank31,Blank,NA,NA,20,73.677,NA,NA,NA,NA,,10
394,Amoxicillin,Sample_9267,Analyte,NA,1.02,0.608,40641.684,0.116,0,0.011,NA,bb,10
395,Amoxicillin,Sample_6282,Analyte,NA,NA,NA,62037.93,NA,NA,NA,NA,,10
396,Amoxicillin,Sample_1161,Analyte,NA,1.16,0.288,17137.713,0.52,0,0.0112,NA,bb,10
397,Amoxicillin,Sample_4490,Analyte,NA,0.94,2.373,29469.74,1.642,0,0.0165,NA,bb,10
398,Amoxicillin,Sample_1054,Analyte,NA,1.06,2.927,15377.688,3.78,0,0.0255,NA,bb,10
399,Amoxicillin,Sample_11162,Analyte,NA,NA,NA,21342.223,NA,NA,NA,NA,,10
400,Amoxicillin,Sample_3113,Analyte,NA,NA,NA,28903.6,NA,NA,NA,NA,,10
401,Amoxicillin,Sample_2155,Analyte,NA,NA,NA,22093.213,NA,NA,NA,NA,,10
402,Amoxicillin,Sample_6043,Analyte,NA,1.06,0.997,57825.824,1.467,0,0.0112,NA,bb,10
403,Amoxicillin,Sample_1140,Analyte,NA,0.83,10.28,20576.936,3.496,0,0.0503,NA,MM!,10
404,Amoxicillin,WaterBlank32,Blank,NA,NA,20,55.412,NA,NA,NA,NA,,10
405,Amoxicillin,WaterBlank33,Blank,NA,NA,20,NA,NA,NA,NA,NA,,10
406,Amoxicillin,Sample_3136,Analyte,NA,NA,NA,31150.615,NA,NA,NA,NA,,10
407,Amoxicillin,Sample_3570,Analyte,NA,NA,NA,35493.852,NA,NA,NA,NA,,10
408,Amoxicillin,Sample_5325,Analyte,NA,NA,NA,15389.06,NA,NA,NA,NA,,10
409,Amoxicillin,Sample_8162,Analyte,NA,NA,NA,28536.197,NA,NA,NA,NA,,10
410,Amoxicillin,WaterBlank34,Blank,NA,NA,20,94.686,NA,NA,NA,NA,,10
411,Amoxicillin,QC3_10uMPOOL,Analyte,NA,0.92,10547.004,NA,1788.826,NA,NA,NA,bb,10
412,Amoxicillin,WaterBlank35,Blank,NA,0.87,20,10.68,0.246,0.005,0.369,NA,bb,10
413,Amoxicillin,WaterBlank36,Blank,NA,1.18,20,10.96,1.86,0.164,3.8671,NA,bb,10
414,Amoxicillin,Sample_2140,Analyte,NA,0.85,0.458,25845.703,1.388,0,0.0113,NA,bb,10
415,Amoxicillin,Sample_8187,Analyte,NA,NA,NA,14056.108,NA,NA,NA,NA,,10
416,Amoxicillin,Sample_6250,Analyte,NA,NA,NA,23199.529,NA,NA,NA,NA,,10
417,Amoxicillin,Sample_9294,Analyte,NA,NA,NA,29615.811,NA,NA,NA,NA,MM-,10
418,Amoxicillin,Sample_4515,Analyte,NA,NA,NA,16923.809,NA,NA,NA,NA,MM-,10
419,Amoxicillin,Sample_2138,Analyte,NA,NA,NA,28666.744,NA,NA,NA,NA,,10
420,Amoxicillin,Sample_10355,Analyte,NA,NA,NA,19110.221,NA,NA,NA,NA,,10
421,Amoxicillin,Sample_6285,Analyte,NA,NA,NA,22101.307,NA,NA,NA,NA,,10
422,Amoxicillin,Sample_4494,Analyte,NA,NA,NA,14697.289,NA,NA,NA,NA,MM!-,10
423,Amoxicillin,Sample_3332,Analyte,NA,NA,NA,36103.133,NA,NA,NA,NA,,10
424,Amoxicillin,WaterBlank37,Blank,NA,NA,20,60.023,NA,NA,NA,NA,,10
425,Amoxicillin,WaterBlank38,Blank,NA,NA,20,31.94,NA,NA,NA,NA,,10
426,Amoxicillin,Sample_3138,Analyte,NA,0.96,0.057,43840.012,0.409,0,0.0099,NA,bb,10
427,Amoxicillin,Sample_6247,Analyte,NA,1.18,0.424,18504.961,0.663,0,0.0117,NA,bb,10
428,Amoxicillin,Sample_7159,Analyte,NA,1.18,4.615,12266.36,0.465,0,0.0405,NA,bb,10
429,Amoxicillin,Sample_10286,Analyte,NA,NA,NA,14825.206,NA,NA,NA,NA,,10
430,Amoxicillin,Sample_2156,Analyte,NA,0.87,1.107,12015.424,0.355,0,0.0174,NA,bb,10
431,Amoxicillin,Sample_4513,Analyte,NA,NA,NA,19241.279,NA,NA,NA,NA,,10
432,Amoxicillin,Sample_6040,Analyte,NA,1.18,0.611,18703.441,1.439,0,0.0125,NA,bb,10
433,Amoxicillin,Sample_8182,Analyte,NA,NA,NA,8961.552,NA,NA,NA,NA,,10
434,Amoxicillin,Sample_6038,Analyte,NA,NA,NA,12247.778,NA,NA,NA,NA,,10
435,Amoxicillin,Sample_1310,Analyte,NA,0.98,0.526,10151.489,1.356,0,0.0141,NA,bb,10
436,Amoxicillin,WaterBlank39,Blank,NA,NA,20,6.878,NA,NA,NA,NA,,10
437,Amoxicillin,WaterBlank40,Blank,NA,NA,20,3.883,NA,NA,NA,NA,,10
438,Amoxicillin,Sample_2158,Analyte,NA,0.92,0.795,13647.17,1.421,0,0.0146,NA,bb,10
439,Amoxicillin,Sample_7141,Analyte,NA,0.96,1.272,6269.53,2.173,0,0.0265,NA,bb,10
440,Amoxicillin,Sample_5303,Analyte,NA,0.94,0.775,10721.477,0.607,0,0.0158,NA,bb,10
441,Amoxicillin,Sample_3575,Analyte,NA,NA,NA,13921.691,NA,NA,NA,NA,,10
442,Amoxicillin,Sample_3111,Analyte,NA,0.87,0.55,13549.191,1.043,0,0.0132,NA,bb,10
443,Amoxicillin,Sample_9292,Analyte,NA,NA,NA,11329.024,NA,NA,NA,NA,,10
444,Amoxicillin,Sample_6286,Analyte,NA,0.94,1.474,10904.641,1.671,0,0.021,NA,bb,10
445,Amoxicillin,Sample_8158,Analyte,NA,0.92,0.917,13490.688,1.005,0,0.0154,NA,bb,10
446,Amoxicillin,Sample_1137,Analyte,NA,0.96,1.48,8481.03,1.924,0,0.0242,NA,bb,10
447,Amoxicillin,Sample_5327,Analyte,NA,NA,NA,10719.852,NA,NA,NA,NA,,10
448,Amoxicillin,WaterBlank41,Blank,NA,1,20,33.707,0.851,0.013,0.7322,NA,bb,10
449,Amoxicillin,WaterBlank42,Blank,NA,NA,20,NA,NA,NA,NA,NA,,10
450,Amoxicillin,Sample_6287,Analyte,NA,0.94,0.204,21657.477,0.497,0,0.0106,NA,bb,10
451,Amoxicillin,Sample_10287,Analyte,NA,NA,NA,17850.375,NA,NA,NA,NA,,10
452,Amoxicillin,Sample_1138,Analyte,NA,1.08,0.092,7812.412,0.177,0,0.0108,NA,bb,10
453,Amoxicillin,Sample_11137,Analyte,NA,NA,NA,10676.276,NA,NA,NA,NA,,10
454,Amoxicillin,Sample_1141,Analyte,NA,1,3.133,10596.575,3.35,0,0.034,NA,MM!,10
455,Amoxicillin,Sample_5307,Analyte,NA,NA,NA,20167.387,NA,NA,NA,NA,,10
456,Amoxicillin,Sample_8161,Analyte,NA,NA,NA,21482.715,NA,NA,NA,NA,,10
457,Amoxicillin,Sample_6249,Analyte,NA,NA,NA,20333.33,NA,NA,NA,NA,,10
458,Amoxicillin,Sample_9295,Analyte,NA,0.98,1.622,22498.555,0.978,0,0.0158,NA,bb,10
459,Amoxicillin,Sample_3547,Analyte,NA,NA,NA,21432.041,NA,NA,NA,NA,,10
460,Amoxicillin,WaterBlank43,Blank,NA,NA,20,122.453,NA,NA,NA,NA,,10
461,Amoxicillin,WaterBlank44,Blank,NA,NA,20,10.754,NA,NA,NA,NA,,10
462,Amoxicillin,Sample_6085,Analyte,NA,1.08,0.493,18960.334,0.328,0,0.012,NA,bb,10
463,Amoxicillin,Sample_10309,Analyte,NA,0.96,1.853,16439.961,1.392,0,0.0191,NA,bb,10
464,Amoxicillin,Sample_2154,Analyte,NA,NA,NA,12633.953,NA,NA,NA,NA,,10
465,Amoxicillin,Sample_4492,Analyte,NA,NA,NA,NA,NA,NA,NA,NA,,10
466,Amoxicillin,Sample_1036,Analyte,NA,NA,NA,11590.142,NA,NA,NA,NA,,10
467,Ampicillin,WaterBlank1,Blank,NA,NA,20,NA,NA,NA,NA,NA,,10
468,Ampicillin,WaterBlank2,Blank,NA,3.2,20,1.131,1.576,0.371,8.621,NA,bb,10
469,Ampicillin,Sample_9270,Analyte,NA,3.12,4.688,29266.48,13.192,0,0.0314,NA,bb,10
470,Ampicillin,WaterBlank1a,Blank,NA,3.01,20,425.843,3.239,0.002,0.1661,NA,bb,10
471,Ampicillin,WaterBlank2a,Blank,NA,3.16,20,123.805,2.785,0.006,0.4647,NA,bb,10
472,Ampicillin,Water_ABS_0,Standard,0,NA,NA,204892.938,NA,NA,NA,NA,,10
473,Ampicillin,Water_ABS_140,Standard,0.014,3.08,5.893,206415.984,21.524,0,0.0207,147.9,bb,10
474,Ampicillin,Water_ABS_410,Standard,0.041,3.1,60.834,210472.047,222.606,0,0.0417,101.8,bb,10
475,Ampicillin,Water_ABS_1230,Standard,0.123,3.14,208.153,227687.344,6.11,0.001,0.0912,74.1,MM,10
476,Ampicillin,Water_ABS_3700,Standard,0.37,3.14,658.591,239528.156,1109.301,0.003,0.229,61.9,bb,10
477,Ampicillin,Water_ABS_1000,Standard,1.1,3.14,1884.996,90629.641,771.677,0.021,1.2599,114.5,bb,10
478,Ampicillin,Water_ABS_3000,Standard,3.3,3.12,4888.366,62678.156,1605.645,0.078,3.2717,99.1,bb,10
479,Ampicillin,Water_ABS_10000,Standard,10,3.12,13250.252,27586.045,1474.916,0.48,10.0006,100,bb,10
480,Ampicillin,WaterBlank1b,Blank,NA,3.12,20,NA,27.588,NA,NA,NA,bb,10
481,Ampicillin,WaterBlank2b,Blank,NA,3.1,20,191.768,57.231,0.075,3.179,NA,bb,10
482,Ampicillin,WaterBlank3b,Blank,NA,NA,20,149.732,NA,NA,NA,NA,,10
483,Ampicillin,Minus80aliquot,Analyte,NA,3.12,12497.741,31.327,2544.794,398.945,331.7427,NA,bb,10
484,Ampicillin,WaterBlank1A,Blank,NA,3.1,66.061,174.053,268.768,0.38,8.7311,NA,bb,10
485,Ampicillin,WaterBlank2A,Blank,NA,3.14,20,73.542,39.583,0.245,6.7422,NA,bb,10
486,Ampicillin,WaterBlank3A,Blank,NA,3.12,20,68.098,25.543,0.196,5.8865,NA,bb,10
487,Ampicillin,Sample_11139,Analyte,NA,NA,NA,11411.595,NA,NA,NA,NA,MM-,10
488,Ampicillin,Sample_3307,Analyte,NA,NA,NA,25854.27,NA,NA,NA,NA,MM-,10
489,Ampicillin,Sample_4517,Analyte,NA,NA,NA,13785.994,NA,NA,NA,NA,,10
490,Ampicillin,Sample_3573,Analyte,NA,3.3,1.396,24188.506,2.02,0,0.0231,NA,bb,10
491,Ampicillin,Sample_1163,Analyte,NA,3.3,2.184,6670.938,1.498,0,0.0448,NA,bb,10
492,Ampicillin,Sample_3331,Analyte,NA,NA,NA,45836.891,NA,NA,NA,NA,MM-,10
493,Ampicillin,Sample_6039,Analyte,NA,NA,NA,22205.172,NA,NA,NA,NA,MM-,10
494,Ampicillin,Sample_3548,Analyte,NA,3.14,10.106,69920.133,31.591,0,0.0301,NA,bb,10
495,Ampicillin,Sample_3552,Analyte,NA,NA,NA,75430.938,NA,NA,NA,NA,MM-,10
496,Ampicillin,Sample_10359,Analyte,NA,NA,NA,64806.246,NA,NA,NA,NA,MM!-,10
497,Ampicillin,WaterBlank4,Blank,NA,3.16,20,147.531,1.244,0.002,0.207,NA,bb,10
498,Ampicillin,WaterBlank5,Blank,NA,3.12,20,156.813,0.579,0,0.0456,NA,bb,10
499,Ampicillin,Sample_10285,Analyte,NA,2.97,0.848,18907.098,1.375,0,0.022,NA,bb,10
500,Ampicillin,Sample_1033,Analyte,NA,NA,NA,NA,NA,NA,NA,NA,,10
501,Ampicillin,Sample_1142,Analyte,NA,NA,NA,13526.746,NA,NA,NA,NA,MM!-,10
502,Ampicillin,Sample_6080,Analyte,NA,NA,NA,25267.537,NA,NA,NA,NA,MM-,10
503,Ampicillin,Sample_1162,Analyte,NA,NA,NA,16340.2,NA,NA,NA,NA,MM-,10
504,Ampicillin,Sample_2157,Analyte,NA,NA,NA,32103.775,NA,NA,NA,NA,MM-,10
505,Ampicillin,Sample_1035,Analyte,NA,NA,NA,32588.418,NA,NA,NA,NA,,10
506,Ampicillin,Sample_3306,Analyte,NA,3.12,31.343,39020.004,70.224,0.001,0.0825,NA,bb,10
507,Ampicillin,Sample_5329,Analyte,NA,NA,NA,22160.92,NA,NA,NA,NA,,10
508,Ampicillin,Sample_6283,Analyte,NA,NA,NA,51937.453,NA,NA,NA,NA,,10
509,Ampicillin,WaterBlank6,Blank,NA,NA,20,248.854,NA,NA,NA,NA,,10
510,Ampicillin,WaterBlank7,Blank,NA,NA,20,197.155,NA,NA,NA,NA,,10
511,Ampicillin,Sample_4512,Analyte,NA,NA,NA,50962.113,NA,NA,NA,NA,,10
512,Ampicillin,Sample_6248,Analyte,NA,NA,NA,56290.375,NA,NA,NA,NA,MM-,10
513,Ampicillin,Sample_4510,Analyte,NA,NA,NA,70865.492,NA,NA,NA,NA,MM-,10
514,Ampicillin,Sample_6082,Analyte,NA,3.01,0.455,80256.336,1.68,0,0.0188,NA,bb,10
515,Ampicillin,Sample_1056,Analyte,NA,NA,NA,51066.941,NA,NA,NA,NA,MM-,10
516,Ampicillin,Sample_10358,Analyte,NA,NA,NA,22582.023,NA,NA,NA,NA,,10
517,Ampicillin,Sample_10333,Analyte,NA,3.28,0.412,35908.773,1.322,0,0.0193,NA,bb,10
518,Ampicillin,Sample_2137,Analyte,NA,NA,NA,68097.977,NA,NA,NA,NA,MM!-,10
519,Ampicillin,Sample_3110,Analyte,NA,NA,NA,100895.078,NA,NA,NA,NA,MM-,10
520,Ampicillin,Sample_8159,Analyte,NA,NA,NA,46000.02,NA,NA,NA,NA,,10
521,Ampicillin,WaterBlank8,Blank,NA,3.24,20,285.384,3.05,0.007,0.486,NA,bb,10
522,Ampicillin,WaterBlank9,Blank,NA,NA,20,265.021,NA,NA,NA,NA,,10
523,Ampicillin,Sample_5308,Analyte,NA,NA,NA,48629.883,NA,NA,NA,NA,MM-,10
524,Ampicillin,Sample_5306,Analyte,NA,NA,NA,42392.855,NA,NA,NA,NA,,10
525,Ampicillin,Sample_7138,Analyte,NA,3.08,0.575,62184.438,1.086,0,0.0191,NA,bb,10
526,Ampicillin,Sample_1058,Analyte,NA,3.18,0.929,27546.477,2.574,0,0.0211,NA,bb,10
527,Ampicillin,Sample_3571,Analyte,NA,NA,NA,106259.242,NA,NA,NA,NA,MM-,10
528,Ampicillin,Sample_3112,Analyte,NA,NA,NA,125506.648,NA,NA,NA,NA,,10
529,Ampicillin,WaterBlank10,Blank,NA,NA,20,159.776,NA,NA,NA,NA,,10
530,Ampicillin,QC1_10uMPOOL,Analyte,NA,3.1,125691.102,39.84,4181.749,3154.897,935.9666,NA,bb,10
531,Ampicillin,WaterBlank11,Blank,NA,NA,20,82.183,NA,NA,NA,NA,,10
532,Ampicillin,WaterBlank12,Blank,NA,2.99,20,44.363,2.687,0.029,1.6141,NA,bb,10
533,Ampicillin,Sample_11155,Analyte,NA,NA,NA,38866.934,NA,NA,NA,NA,MM-,10
534,Ampicillin,Sample_3334,Analyte,NA,NA,NA,53975.875,NA,NA,NA,NA,,10
535,Ampicillin,Sample_3135,Analyte,NA,3.14,1.374,133656.125,3.087,0,0.0192,NA,bb,10
536,Ampicillin,Sample_10334,Analyte,NA,NA,NA,37294.91,NA,NA,NA,NA,MM-,10
537,Ampicillin,Sample_6246,Analyte,NA,NA,NA,60996.668,NA,NA,NA,NA,,10
538,Ampicillin,Sample_2136,Analyte,NA,3.12,0.424,48945.879,1.502,0,0.0191,NA,bb,10
539,Ampicillin,Sample_8157,Analyte,NA,NA,NA,52875.77,NA,NA,NA,NA,MM-,10
540,Ampicillin,Sample_11138,Analyte,NA,NA,NA,46609.473,NA,NA,NA,NA,,10
541,Ampicillin,Sample_8160,Analyte,NA,NA,NA,42042.543,NA,NA,NA,NA,MM-,10
542,Ampicillin,Sample_3137,Analyte,NA,NA,NA,60462.066,NA,NA,NA,NA,MM-,10
543,Ampicillin,WaterBlank14,Blank,NA,NA,20,518.068,NA,NA,NA,NA,,10
544,Ampicillin,WaterBlank15,Blank,NA,NA,20,140.98,NA,NA,NA,NA,,10
545,Ampicillin,Sample_1363,Analyte,NA,NA,NA,21296.447,NA,NA,NA,NA,MM!-,10
546,Ampicillin,Sample_4489,Analyte,NA,NA,NA,37417.59,NA,NA,NA,NA,,10
547,Ampicillin,Sample_6251,Analyte,NA,3.12,0.5,49997.758,1.519,0,0.0192,NA,bb,10
548,Ampicillin,Sample_6042,Analyte,NA,NA,NA,59540.941,NA,NA,NA,NA,,10
549,Ampicillin,Sample_1055,Analyte,NA,NA,NA,19114.42,NA,NA,NA,NA,MM-,10
550,Ampicillin,Sample_1059,Analyte,NA,3.3,0.13,20288.83,0.483,0,0.0189,NA,bb,10
551,Ampicillin,Sample_4495,Analyte,NA,NA,NA,36048.414,NA,NA,NA,NA,MM-,10
552,Ampicillin,Sample_9293,Analyte,NA,NA,NA,95556.391,NA,NA,NA,NA,MM-,10
553,Ampicillin,Sample_9296,Analyte,NA,NA,NA,43887.121,NA,NA,NA,NA,MM-,10
554,Ampicillin,Sample_10284,Analyte,NA,3.14,10.323,36703.402,24.438,0,0.0411,NA,MM,10
555,Ampicillin,WaterBlank16,Blank,NA,NA,20,160.65,NA,NA,NA,NA,,10
556,Ampicillin,WaterBlank17,Blank,NA,NA,20,61.132,NA,NA,NA,NA,,10
557,Ampicillin,Sample_1360,Analyte,NA,3.16,12.274,33146.063,32.827,0,0.0482,NA,bb,10
558,Ampicillin,Sample_6083,Analyte,NA,NA,NA,43269.895,NA,NA,NA,NA,MM-,10
559,Ampicillin,Sample_3305,Analyte,NA,NA,NA,56575.578,NA,NA,NA,NA,MM-,10
560,Ampicillin,Sample_10354,Analyte,NA,NA,NA,42401.309,NA,NA,NA,NA,,10
561,Ampicillin,Sample_8181,Analyte,NA,NA,NA,40095.98,NA,NA,NA,NA,MM-,10
562,Ampicillin,Sample_5324,Analyte,NA,NA,NA,37171.34,NA,NA,NA,NA,,10
563,Ampicillin,Sample_9269,Analyte,NA,NA,NA,68534.453,NA,NA,NA,NA,MM-,10
564,Ampicillin,Sample_6081,Analyte,NA,NA,NA,109107.469,NA,NA,NA,NA,MM-,10
565,Ampicillin,Sample_7155,Analyte,NA,NA,NA,30640.73,NA,NA,NA,NA,,10
566,Ampicillin,Sample_3335,Analyte,NA,3.14,9.789,93233.406,4.112,0,0.0269,NA,bb,10
567,Ampicillin,WaterBlank18,Blank,NA,3.26,20,89.958,0.187,0.001,0.1013,NA,bb,10
568,Ampicillin,WaterBlank19,Blank,NA,3.06,20,72.574,2.174,0.012,0.8247,NA,bb,10
569,Ampicillin,Sample_11141,Analyte,NA,NA,NA,19090.936,NA,NA,NA,NA,,10
570,Ampicillin,Sample_9291,Analyte,NA,3.3,1.447,74458.102,2.89,0,0.02,NA,MM!,10
571,Ampicillin,Sample_1359,Analyte,NA,3.04,0.106,19844.846,0.699,0,0.0188,NA,bb,10
572,Ampicillin,Sample_7139,Analyte,NA,NA,NA,32302.51,NA,NA,NA,NA,,10
573,Ampicillin,Sample_4516,Analyte,NA,3.22,0.373,25595.715,1.266,0,0.0196,NA,bb,10
574,Ampicillin,Sample_6084,Analyte,NA,NA,NA,86218.25,NA,NA,NA,NA,MM!-,10
575,Ampicillin,Sample_3550,Analyte,NA,NA,NA,81993.383,NA,NA,NA,NA,MM-,10
576,Ampicillin,Sample_4493,Analyte,NA,NA,NA,23425.256,NA,NA,NA,NA,,10
577,Ampicillin,Sample_6041,Analyte,NA,NA,NA,43401.754,NA,NA,NA,NA,,10
578,Ampicillin,Sample_11159,Analyte,NA,NA,NA,23983.383,NA,NA,NA,NA,,10
579,Ampicillin,WaterBlank20,Blank,NA,3.1,20,11.907,0.559,0.017,1.0984,NA,bb,10
580,Ampicillin,WaterBlank21,Blank,NA,2.93,20,55.121,0.518,0.001,0.0949,NA,bb,10
581,Ampicillin,Sample_10332,Analyte,NA,NA,NA,26000.984,NA,NA,NA,NA,,10
582,Ampicillin,Sample_11136,Analyte,NA,NA,NA,22803.168,NA,NA,NA,NA,MM-,10
583,Ampicillin,Sample_1361,Analyte,NA,3.14,10.194,14572.088,27.757,0.001,0.0744,NA,bb,10
584,Ampicillin,Sample_2135,Analyte,NA,3.12,0.314,95985.148,0.92,0,0.0186,NA,bb,10
585,Ampicillin,Sample_5305,Analyte,NA,NA,NA,28319.887,NA,NA,NA,NA,,10
586,Ampicillin,WaterBlank22,Blank,NA,3.14,20,196.049,1.23,0.001,0.125,NA,bb,10
587,Ampicillin,QC2_10uMPOOL,Analyte,NA,3.08,51527.75,37.166,1664.142,1386.422,619.8922,NA,bb,10
588,Ampicillin,WaterBlank23,Blank,NA,3.16,20,NA,4.339,NA,NA,NA,bb,10
589,Ampicillin,WaterBlank24,Blank,NA,3.12,20,17.431,3.511,0.067,2.95,NA,bb,10
590,Ampicillin,WaterBlank25,Blank,NA,2.95,20,12.679,1.471,0.171,5.408,NA,bb,10
591,Ampicillin,Sample_2159,Analyte,NA,3.14,0.461,38302.035,1.523,0,0.0194,NA,bb,10
592,Ampicillin,Sample_4491,Analyte,NA,3.08,1.659,19074.754,1.412,0,0.0254,NA,bb,10
